O.S.;Data;Tipo;Máquina;Nome Máquina;Modelo;Fabricante;Ano de Fabricação;Descrição;Origem
4285;23/11/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4286;23/11/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4287;24/11/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4288;25/11/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR IVANILDO NASCIMENTO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4289;25/11/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR RAFAEL FERNANDO PINHEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4291;25/11/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4301;26/11/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4302;26/11/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4303;26/11/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4321;28/11/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4366;30/11/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR ANDRE SOUZA DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4369;30/11/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR RIXARDI DONATO DE ANDRADE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4370;30/11/2024;CORRETIVA;505;505- Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4372;30/11/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4373;01/12/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4374;02/12/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR MATHEUS FELIPE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4382;02/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4383;02/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4384;02/12/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4385;03/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4386;03/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4398;04/12/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR ANDRE SOUZA DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4407;04/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4408;04/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4415;05/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4416;05/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4417;06/12/2024;CORRETIVA;406;406 - Hece1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR LAIS ALVES CAMPOS DE ALEMIDA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4429;07/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4430;07/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4431;07/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4432;07/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4433;07/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4434;07/12/2024;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4437;07/12/2024;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR DEBORA ALVES BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4438;07/12/2024;CORRETIVA;112;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019;OS GERADA AUTOMATICAMENTE POR DEBORA ALVES BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4439;08/12/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4440;08/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4448;09/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4455;09/12/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR JHONATAN MARQUES DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4457;10/12/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4467;10/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ANTONIO MARCOS VIRGINIO ISHIZAKI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4468;10/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ANTONIO MARCOS VIRGINIO ISHIZAKI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4476;10/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR ANTONIO MARCOS VIRGINIO ISHIZAKI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4503;12/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4507;13/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4509;13/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4528;13/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4529;13/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4530;13/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4531;13/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR THIAGO DOS SANTOS LIMA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4536;13/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4537;13/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4540;14/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4542;15/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR ERICK GABRIEL MORAIS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4543;15/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR DAWAN JOSE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4549;16/12/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4574;17/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR MAICON DOUGLAS BARBOSA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4580;17/12/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR GABRIEL CORREIA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4581;17/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR MATHEUS FELIPE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4582;17/12/2024;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4647;19/12/2024;CORRETIVA;507;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4678;20/12/2024;CORRETIVA;406;406 - Hece1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR LAIS ALVES CAMPOS DE ALEMIDA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4688;20/12/2024;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4693;21/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4694;21/12/2024;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4696;22/12/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4698;22/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4699;22/12/2024;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4700;23/12/2024;CORRETIVA;502;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4706;23/12/2024;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4708;23/12/2024;CORRETIVA;302;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR EUGENIO MOREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4711;24/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4718;24/12/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4723;26/12/2024;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4727;26/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4728;26/12/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR RIXARDI DONATO DE ANDRADE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4729;27/12/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4733;27/12/2024;CORRETIVA;506;506 - Rebobinadeira;;;2000;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4735;28/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4736;28/12/2024;CORRETIVA;118;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4737;29/12/2024;CORRETIVA;117;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016;OS GERADA AUTOMATICAMENTE POR ERICK GABRIEL MORAIS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4738;29/12/2024;CORRETIVA;116;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4739;29/12/2024;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4741;02/01/2025;CORRETIVA;301;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4742;02/01/2025;CORRETIVA;108;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008;OS GERADA AUTOMATICAMENTE POR EDIVAN LIMA DE AZEVEDO  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4743;03/01/2025;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4746;03/01/2025;CORRETIVA;416;416 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4752;03/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4754;03/01/2025;CORRETIVA;417;417 - Hece 1400;HECE-1400;HECE;2003;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4756;04/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR GABRIEL CORREIA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4760;06/01/2025;CORRETIVA;413;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4762;07/01/2025;CORRETIVA;501;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000;OS GERADA AUTOMATICAMENTE POR JAIRO DOURADO NASCIMENTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4770;07/01/2025;CORRETIVA;418;418 - Hece 850;HECE-850;HECE;2012;OS GERADA AUTOMATICAMENTE POR NILTON CESAR DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4771;07/01/2025;CORRETIVA;115;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017;OS GERADA AUTOMATICAMENTE POR RAFAEL FERNANDO PINHEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
4772;08/01/2025;CORRETIVA;113;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020;OS GERADA AUTOMATICAMENTE POR KLEYTON DOUGLAS SANTOS FRAGOSO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção
