O.S.;Data;Tipo;Máquina;Nome Máquina;Modelo;Fabricante;Ano de Fabricação;Descrição;Origem;Ano;Mês;Semana;Dia
3713;2024-10-18;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;18
3716;2024-10-19;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;19
3717;2024-10-19;CORRETIVA;207.0;207 - Comexi 8 cores;Comexi-F2MB-F21020;Comexi;2003.0;OS GERADA AUTOMATICAMENTE POR YURI FIRMANI NAPOLE?O OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;19
3719;2024-10-21;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3739;2024-10-21;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3740;2024-10-21;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3741;2024-10-21;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3742;2024-10-21;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3743;2024-10-21;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;21
3751;2024-10-22;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;22
3754;2024-10-22;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;22
3765;2024-10-22;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;22
3766;2024-10-22;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;22
3768;2024-10-23;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR DANIEL FERRARI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3769;2024-10-23;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR DANIEL FERRARI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3772;2024-10-23;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR DANIEL FERRARI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3791;2024-10-23;CORRETIVA;418.0;418 - Hece 850;HECE-850;HECE;2012.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3792;2024-10-23;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3793;2024-10-23;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR SAMUEL PEDROSA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3795;2024-10-23;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR LUCIANA ABREU DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3796;2024-10-23;CORRETIVA;302.0;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018.0;OS GERADA AUTOMATICAMENTE POR LUCAS PERAL OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;23
3803;2024-10-24;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR MARIA SUZANILDA DOS SANTOS SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;24
3814;2024-10-25;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;25
3831;2024-10-25;CORRETIVA;418.0;418 - Hece 850;HECE-850;HECE;2012.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;25
3833;2024-10-26;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR ERONILDO JOSE LINS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3835;2024-10-26;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3839;2024-10-26;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GABRIEL CORREIA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3841;2024-10-26;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3842;2024-10-26;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3843;2024-10-26;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;26
3848;2024-10-27;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;27
3858;2024-10-27;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;27
3859;2024-10-27;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;43;27
3860;2024-10-28;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;28
3875;2024-10-28;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;28
3876;2024-10-29;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;29
3882;2024-10-29;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;29
3894;2024-10-30;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;30
3895;2024-10-30;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;30
3903;2024-10-30;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;30
3904;2024-10-30;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;30
3906;2024-10-31;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR JOSE RIAN MENDONCA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;31
3910;2024-10-31;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;31
3947;2024-10-31;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;31
3948;2024-10-31;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;44;31
3949;2024-11-01;CORRETIVA;301.0;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018.0;OS GERADA AUTOMATICAMENTE POR SANDRO GASPARINI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;44;1
3959;2024-11-01;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR DEBORA ALVES BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;44;1
3962;2024-11-01;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;44;1
3971;2024-11-02;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;44;2
3972;2024-11-03;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;44;3
3974;2024-11-04;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;4
3982;2024-11-04;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;4
3987;2024-11-05;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;5
3996;2024-11-05;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;5
4001;2024-11-06;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;6
4002;2024-11-06;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;6
4008;2024-11-06;CORRETIVA;418.0;418 - Hece 850;HECE-850;HECE;2012.0;OS GERADA AUTOMATICAMENTE POR JANAINA CRISTINA DE LIMA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;6
4033;2024-11-07;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;7
4034;2024-11-07;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;7
4035;2024-11-07;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR MATHEUS FELIPE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;7
4046;2024-11-08;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;8
4049;2024-11-09;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;9
4050;2024-11-09;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;9
4051;2024-11-09;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR DEBORA ALVES BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;9
4053;2024-11-10;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR ELIEL ODACI DE MELO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;10
4054;2024-11-10;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MATHEUS FELIPE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;10
4055;2024-11-10;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR LUCIANA ABREU DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;10
4056;2024-11-10;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR LUCIANA ABREU DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;45;10
4070;2024-11-11;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;11
4071;2024-11-11;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;11
4072;2024-11-12;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR MATHEUS FELIPE DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;12
4089;2024-11-12;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;12
4090;2024-11-12;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;12
4113;2024-11-13;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;13
4114;2024-11-13;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;13
4115;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4116;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4117;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4118;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4119;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4120;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4121;2024-11-14;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4132;2024-11-14;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4155;2024-11-14;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4156;2024-11-14;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;14
4172;2024-11-15;CORRETIVA;416.0;416 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR MARINALVA ALVES DOS SANTOS  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;15
4173;2024-11-16;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;16
4174;2024-11-16;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;16
4175;2024-11-16;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;16
4176;2024-11-16;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;11;46;16
