O.S.;Data;Tipo;Máquina;Nome Máquina;Modelo;Fabricante;Ano de Fabricação;Descrição;Origem;Ano;Mês;Semana;Dia
3274;2024-09-13;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;37;13
3275;2024-09-13;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;37;13
3276;2024-09-13;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;37;13
3278;2024-09-14;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR SERGIO PIRES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;37;14
3280;2024-09-14;CORRETIVA;505.0;505- Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;37;14
3282;2024-09-16;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR LEONARDO LUIZ RAMOS ROQUE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;16
3284;2024-09-16;CORRETIVA;416.0;416 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;16
3285;2024-09-16;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR CLAUDINEI AZEVEDO JUNIOR OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;16
3290;2024-09-16;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR MURILO FLORENCIO DE SANTANA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;16
3291;2024-09-16;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;16
3294;2024-09-17;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;17
3300;2024-09-17;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;17
3301;2024-09-17;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;17
3302;2024-09-17;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;17
3303;2024-09-18;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;18
3314;2024-09-18;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;18
3318;2024-09-19;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;19
3322;2024-09-19;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;19
3323;2024-09-19;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;19
3342;2024-09-20;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR ERONILDO JOSE LINS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;20
3343;2024-09-20;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR ERONILDO JOSE LINS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;20
3344;2024-09-20;CORRETIVA;501.0;501 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR DANILO RODRIGO SANTOS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;20
3397;2024-09-21;CORRETIVA;406.0;406 - Hece1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;21
3398;2024-09-21;CORRETIVA;416.0;416 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;21
3399;2024-09-21;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR VANIA CLAUDINA PEREIRA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;21
3400;2024-09-21;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;21
3401;2024-09-21;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;21
3402;2024-09-22;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR LUCAS MOREIRA DE SANTANA DE JESUS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;38;22
3403;2024-09-23;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;23
3416;2024-09-23;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;23
3426;2024-09-25;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;25
3427;2024-09-25;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR AGRICIO RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;25
3428;2024-09-25;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;25
3434;2024-09-26;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR FELIPE MORAIS JULIAO DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;26
3435;2024-09-26;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;26
3439;2024-09-27;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;27
3440;2024-09-27;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;27
3442;2024-09-28;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR EDILAINE PEREIRA DE JESUS MARQUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;39;28
3451;2024-09-30;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;40;30
3452;2024-09-30;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR GABRIEL GONCALVES SIMONETTI OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;40;30
3453;2024-09-30;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;9;40;30
3462;2024-10-01;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;1
3466;2024-10-02;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR ALEX CALDEIRA MEDEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3467;2024-10-02;CORRETIVA;302.0;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018.0;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3469;2024-10-02;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3472;2024-10-02;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3473;2024-10-02;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3474;2024-10-02;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR DANILO RODRIGO SANTOS DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;2
3475;2024-10-03;CORRETIVA;112.0;112 - Extrusora;112 - Carnevalli monocamada;Carnevalli ;2019.0;OS GERADA AUTOMATICAMENTE POR KLEYTON DOUGLAS SANTOS FRAGOSO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;3
3481;2024-10-03;CORRETIVA;302.0;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018.0;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;3
3484;2024-10-03;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;3
3490;2024-10-03;CORRETIVA;406.0;406 - Hece1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR DENILSON DA SILVA  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;3
3491;2024-10-04;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;40;4
3501;2024-10-07;CORRETIVA;301.0;301-Comexi Laminadora;Comexi SL2 MB;Comexi;2018.0;OS GERADA AUTOMATICAMENTE POR ROBERTO RIBEIRO DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;7
3508;2024-10-07;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR JHONATAN MARQUES DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;7
3513;2024-10-07;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;7
3514;2024-10-07;CORRETIVA;113.0;113 - Extrusora;113 - Carnevalli monocamada;Carnevalli ;2020.0;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;7
3515;2024-10-07;CORRETIVA;502.0;502 - Jaguar rebobinadeira;Jaguar;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR MISAEL BORGES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;7
3520;2024-10-08;CORRETIVA;416.0;416 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR GEILDA PEREIRA DE SOUZA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;8
3527;2024-10-08;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;8
3528;2024-10-09;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;9
3533;2024-10-09;CORRETIVA;108.0;108 - Extrusora;108 - Carnevalli monocamada;Carnevalli ;2008.0;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;9
3553;2024-10-10;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR PAULO ROBERTO PACE OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;10
3557;2024-10-11;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3568;2024-10-11;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3569;2024-10-11;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3571;2024-10-11;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR GABRIEL LUIZ FERREIRA DA SILVA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3572;2024-10-11;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3573;2024-10-11;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;41;11
3589;2024-10-14;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;14
3608;2024-10-14;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;14
3609;2024-10-14;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LUCAS EDUARDO FERNANDES PINTO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;14
3612;2024-10-15;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR SERGIO PIRES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;15
3615;2024-10-15;CORRETIVA;116.0;116 - Extrusora;116 - Carnevalli monocamada;Carnevalli ;2015.0;OS GERADA AUTOMATICAMENTE POR GUILHERME ARAUJO DOS SANTOS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;15
3623;2024-10-15;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;15
3624;2024-10-15;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;15
3630;2024-10-16;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;16
3631;2024-10-16;CORRETIVA;118.0;118- Extrusora;118 - Carnevalli monocamada;Carnevalli ;2021.0;OS GERADA AUTOMATICAMENTE POR DAVID DA CRUZ MALHEIROS OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;16
3645;2024-10-16;CORRETIVA;413.0;413 - Polimaquinas;413 - Polimaquinas;POLIMAQUINAS;2017.0;OS GERADA AUTOMATICAMENTE POR RICARDO FERNANDES FELIX  OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;16
3647;2024-10-16;CORRETIVA;417.0;417 - Hece 1400;HECE-1400;HECE;2003.0;OS GERADA AUTOMATICAMENTE POR HELENO JO?O PESSOA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;16
3648;2024-10-16;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR ALEX FERNANDES RIBEIRO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;16
3656;2024-10-17;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR IZAEL DA SILVA RODRIGUES OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3660;2024-10-17;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3661;2024-10-17;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3662;2024-10-17;CORRETIVA;507.0;507 - MegaSteel Rebobinadeira;;MegaSteel ;2000.0;OS GERADA AUTOMATICAMENTE POR SILVANIO MOTA DE OLIVEIRA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3672;2024-10-17;CORRETIVA;117.0;117 - Extrusora;117 - Carnevalli monocamada;Carnevalli ;2016.0;OS GERADA AUTOMATICAMENTE POR MICHAEL DE OLIVEIRA BATISTA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3673;2024-10-17;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;17
3674;2024-10-18;CORRETIVA;115.0;115 - Extrusora;115 - Carnevalli monocamada;Carnevalli ;2017.0;OS GERADA AUTOMATICAMENTE POR LINEKER FELIPE DE ANDRADE GRECCO OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;18
3688;2024-10-18;CORRETIVA;506.0;506 - Rebobinadeira;;;2000.0;OS GERADA AUTOMATICAMENTE POR PAULO EDUARDO PEREIRA DA FONSECA OBRIGATORIO APONTAR O PROBLEMA MANUTENC?O CORRETIVA (FALHA/QUEBRA);Manutenção;2024;10;42;18
